9275367425,59.90,200,Operation done successfully,
9275393943,55.59,200,Operation done successfully,
9275389774,88.00,200,Operation done successfully,
9275484438,58.40,200,Operation done successfully,
9275536430,87.10,200,Operation done successfully,
9275553178,14.62,200,Operation done successfully,
9275548179,34.51,200,Operation done successfully,
9275564698,34.50,200,Operation done successfully,
9275525560,57.92,200,Operation done successfully,
9275527829,45.40,200,Operation done successfully,
9275550880,33.23,200,Operation done successfully,
9275543910,27.41,200,Operation done successfully,
9275561281,28.39,200,Operation done successfully,
9275536633,26.41,200,Operation done successfully,
9275580806,13.45,200,Operation done successfully,
9277098217,45.20,200,Operation done successfully,
9277057557,34.40,200,Operation done successfully,
9277047655,57.10,200,Operation done successfully,
9277019487,47.30,200,Operation done successfully,
9277054440,92.30,200,Operation done successfully,
9277197309,30.50,200,Operation done successfully,
9277112545,15.89,200,Operation done successfully,
9277155145,26.90,200,Operation done successfully,
9277157008,97.78,200,Operation done successfully,
9277133854,45.30,200,Operation done successfully,
9277131428,69.80,200,Operation done successfully,
9277114978,72.87,200,Operation done successfully,
9277165089,28.90,200,Operation done successfully,
9277176427,10.00,200,Operation done successfully,
9277134417,53.50,200,Operation done successfully,
9277245230,77.10,200,Operation done successfully,
9276919518,43.80,200,Operation done successfully,
9277201440,47.15,200,Operation done successfully,
9277266258,45.10,200,Operation done successfully,
9277252980,89.40,200,Operation done successfully,
9277295856,45.12,200,Operation done successfully,
9277270030,63.60,200,Operation done successfully,
9277209055,39.90,200,Operation done successfully,
9277231454,36.50,200,Operation done successfully,
9277260230,14.85,200,Operation done successfully,
9277298866,77.20,200,Operation done successfully,
9277252270,70.10,200,Operation done successfully,
9277222855,36.50,200,Operation done successfully,
9277209155,75.95,200,Operation done successfully,
9277268850,30.40,200,Operation done successfully,
9277218888,60.90,200,Operation done successfully,
9277404230,50.36,200,Operation done successfully,
9277425503,58.40,200,Operation done successfully,
9277480689,69.00,200,Operation done successfully,
9277459281,26.90,200,Operation done successfully,
9277493368,10.00,200,Operation done successfully,
9277423625,91.10,200,Operation done successfully,
9277473718,28.50,200,Operation done successfully,
9277407167,47.30,200,Operation done successfully,
9277494022,78.05,200,Operation done successfully,
9277475219,84.17,200,Operation done successfully,
9277473477,51.49,200,Operation done successfully,
9277456424,42.84,200,Operation done successfully,
9277413668,45.50,200,Operation done successfully,
9277447235,10.00,200,Operation done successfully,
9277475892,19.05,200,Operation done successfully,
9277488302,59.00,200,Operation done successfully,
9277472661,67.45,200,Operation done successfully,
9277417950,43.79,200,Operation done successfully,
9277410488,72.80,200,Operation done successfully,
9277415234,33.44,200,Operation done successfully,
9277451480,45.98,200,Operation done successfully,
9277402180,100.04,200,Operation done successfully,
9277482823,35.50,200,Operation done successfully,
9277412998,35.50,200,Operation done successfully,
9277424510,51.60,200,Operation done successfully,
9277474185,29.16,200,Operation done successfully,
9277402261,26.31,200,Operation done successfully,
9277443124,39.29,200,Operation done successfully,
9277429740,30.40,200,Operation done successfully,
9277405603,28.88,200,Operation done successfully,
9277462507,30.68,200,Operation done successfully,
9277486175,47.12,200,Operation done successfully,
9277401685,25.55,200,Operation done successfully,
9277416885,42.27,200,Operation done successfully,
9277465105,25.55,200,Operation done successfully,
9277491113,46.00,200,Operation done successfully,
9277409995,135.00,200,Operation done successfully,
9277476693,32.00,200,Operation done successfully,
9277466154,31.30,200,Operation done successfully,
9277425288,62.70,200,Operation done successfully,
9277414749,37.52,200,Operation done successfully,
9277405953,53.48,200,Operation done successfully,
9277407533,38.57,200,Operation done successfully,
9277460823,34.00,200,Operation done successfully,
9277411880,84.70,200,Operation done successfully,
9277470569,56.33,200,Operation done successfully,
9277474349,31.44,200,Operation done successfully,
9277406464,96.20,200,Operation done successfully,
9277497349,45.20,200,Operation done successfully,
9277408543,19.70,200,Operation done successfully,
9277424599,12.82,200,Operation done successfully,
9277483126,36.48,200,Operation done successfully,
9277473010,42.84,200,Operation done successfully,
9277400566,5.00,200,Operation done successfully,
9277474737,26.00,200,Operation done successfully,
9277490256,10.50,200,Operation done successfully,
9277499791,56.14,200,Operation done successfully,
9277463611,65.40,200,Operation done successfully,
9277469993,32.77,200,Operation done successfully,
9277410758,92.48,200,Operation done successfully,
9277420999,47.25,200,Operation done successfully,
9277463707,73.50,200,Operation done successfully,
9277488818,48.54,200,Operation done successfully,
9277426047,128.94,200,Operation done successfully,
9277489156,55.62,200,Operation done successfully,
9277434455,72.90,200,Operation done successfully,
9277449745,39.23,200,Operation done successfully,
9277488117,53.90,200,Operation done successfully,
9277455489,16.08,200,Operation done successfully,
9277435993,25.55,200,Operation done successfully,
9277440082,55.32,200,Operation done successfully,
9277449974,42.60,200,Operation done successfully,
9277401530,30.11,200,Operation done successfully,
9277409563,36.00,200,Operation done successfully,
9277468564,27.83,200,Operation done successfully,
9277404671,15.52,200,Operation done successfully,
9277496198,100.50,200,Operation done successfully,
9277401772,64.90,200,Operation done successfully,
9277412011,45.40,200,Operation done successfully,
9277446856,27.70,200,Operation done successfully,
9277406541,106.50,200,Operation done successfully,
9277477421,10.00,200,Operation done successfully,
9277462240,38.30,200,Operation done successfully,
9277407516,10.00,200,Operation done successfully,
9277485704,32.01,200,Operation done successfully,
9277401778,55.80,200,Operation done successfully,
9277476861,56.37,200,Operation done successfully,
9277435012,31.63,200,Operation done successfully,
9277428063,10.00,200,Operation done successfully,
9277411807,39.80,200,Operation done successfully,
9277458540,26.90,200,Operation done successfully,
9277417710,25.55,200,Operation done successfully,
9277491393,26.12,200,Operation done successfully,
9277459212,25.55,200,Operation done successfully,
9277451926,100.40,200,Operation done successfully,
9277465664,32.10,200,Operation done successfully,
9277455565,25.00,200,Operation done successfully,
9277487996,184.84,200,Operation done successfully,
9277419317,76.18,200,Operation done successfully,
9277458990,52.40,200,Operation done successfully,
9277415624,31.10,200,Operation done successfully,
9277439357,43.25,200,Operation done successfully,
9277422515,90.00,200,Operation done successfully,
9277407366,65.50,200,Operation done successfully,
9277420350,25.00,200,Operation done successfully,
9277465055,111.30,200,Operation done successfully,
9277427582,114.50,200,Operation done successfully,
9277436458,41.90,200,Operation done successfully,
9277495038,67.70,200,Operation done successfully,
9277468883,42.40,200,Operation done successfully,
9277460550,19.90,200,Operation done successfully,
9277454785,54.58,200,Operation done successfully,
9277432956,32.99,200,Operation done successfully,
9277472633,25.55,200,Operation done successfully,
9277436195,25.55,200,Operation done successfully,
9277462342,76.50,200,Operation done successfully,
9277453431,50.82,200,Operation done successfully,
9277417783,46.55,200,Operation done successfully,
9277447377,84.70,200,Operation done successfully,
9277469243,43.90,200,Operation done successfully,
9277440387,120.66,200,Operation done successfully,
9277498936,33.92,200,Operation done successfully,
9277400025,68.10,200,Operation done successfully,
9277496966,55.96,200,Operation done successfully,
9277438428,86.09,200,Operation done successfully,
9277496737,16.80,200,Operation done successfully,
9277447929,27.80,200,Operation done successfully,
9277435868,11.20,200,Operation done successfully,
9277435553,26.90,200,Operation done successfully,
9277469121,54.60,200,Operation done successfully,
9277416285,27.70,200,Operation done successfully,
9277408433,39.00,200,Operation done successfully,
9277415248,30.40,200,Operation done successfully,
