9282281600,39.50
9282260154,79.60
9282212858,89.70
9282254704,42.46
9282286234,65.18
9282295659,25.55
9282212048,51.30
9282274663,40.71
9282285825,25.55
9282218160,109.50
9282261310,47.88
9282201111,99.44
9282209514,17.25
9282246102,87.90
9282252851,27.99
9282223046,33.15
9282285064,87.70
9282214377,69.35
9282266017,37.33
9282403437,32.00
9282430969,10.00
9282430464,38.85
9282264578,72.60
9282250287,39.50
9282420147,52.44
9282215163,39.80
9282230800,42.65
9282244714,99.50
9282219632,24.50
9282215261,33.44
9282254398,96.60
9282203139,10.00
9282228306,40.30
9282220880,43.80
9282206501,72.84
9282233623,14.37
9282250150,45.71
9282224186,65.70
9282288692,26.90
9282224014,74.29
9282283818,25.55
9282211070,102.00
9282249774,33.15
9282244104,7.21
9282246590,75.22
9282262329,89.00
9282241325,30.40
9282277440,9.94
9282263572,47.70
9282212927,76.32
9282225302,33.07
9282202919,29.73
9282253807,25.55
9282271166,10.00
9282222532,86.32
9282232522,34.00
9282292535,42.75
9282228790,25.55
9282238482,18.00
9282241861,31.82
9282202105,10.00
9282261891,52.93
9282235888,27.00
9282277625,25.55
9282249178,36.54
9282280953,43.80
9282266965,26.90
9282224392,38.76
9282221750,58.52
9282205790,63.30
9282226666,10.90
9282282951,38.10
9282208708,55.28
9282288631,34.96
9282294889,10.00
9282286317,42.00
9282202629,127.22
9282251104,10.00
9282291064,89.72
9282296228,34.96
9282239121,23.00
9282246711,15.75
9282271308,25.55
9282236540,115.80
9282210907,32.68
9282216328,20.20
9282251178,38.50
9282252278,19.27
9282241028,70.80
9282293989,25.30
9282296106,45.22
9282210434,63.65
9282203705,72.10
9282280908,26.22
9282256067,72.10
9282273987,35.50
9282282119,32.11
9282258084,53.10
9282243709,27.26
9282210184,7.07
9282289199,68.04
9282268463,59.60
9282242735,32.98
9282282257,34.30
9277821180,86.76
9277805502,10.00
9277509823,70.70
9277509221,71.62
9277586556,86.64
9277535970,73.50
9277532679,53.17
9277517530,38.38
9277834567,81.31
9277545414,54.80
9277515836,46.17
9277506700,38.76
9277554567,31.35
9277822998,25.85
9277593393,10.00
9277576875,43.56
9277573747,105.50
9277550572,25.55
9277511952,24.21
9277559329,5.00
9277528357,44.46
9277553784,60.80
9277509919,32.77
9277588878,105.50
9277564569,41.70
9277519184,44.82
9277520558,35.50
9277519455,36.50
9277513273,40.54
9277504124,10.00
9277536531,29.92
9277503321,133.49
9277519527,23.10
9277530187,116.70
9277529849,68.10
9277528575,46.80
9277562100,133.49
9277514417,49.30
