9285030329,77.10
9285060855,81.40
9285083611,42.75
9285086455,105.80
9285043946,21.32
9285015309,57.83
9285025400,38.87
9285089950,25.55
9285098921,20.40
9285022094,90.60
9285039248,34.67
9285001777,25.55
9285065927,40.44
9285070954,47.97
9285058489,44.60
9285076036,8.80
9285022400,17.10
9285039140,48.80
9285078663,63.84
9285009568,38.50
9285019680,75.00
9285099214,95.30
9285001619,43.98
9285056524,26.88
9285042652,13.16
9285028649,27.50
9285043407,85.90
9285002132,8.75
9285044634,23.95
9285068094,15.54
9285044090,74.00
9285005932,25.55
9285074723,68.40
9285046669,34.67
9285023569,37.24
9285059261,43.32
9285037243,30.68
9285041334,39.20
9285024353,10.00
9285050266,56.71
9285093260,64.22
9285065610,63.70
9285008773,80.80
9285052619,27.74
9285048355,25.00
9285031358,25.00
9285088461,25.55
9285113144,44.40
9285154627,33.25
9285154158,29.20
9285145429,43.41
9285154887,29.35
9285127552,8.19
9285130240,69.16
9285187363,34.86
9285117786,49.87
9285194302,40.47
9285273738,46.17
9285247482,43.80
9285499766,51.30
9285489033,45.93
9285480301,49.44
9285685999,25.55
9285683330,35.50
9285624076,83.20
9285678368,43.70
9285647660,31.44
9285648334,41.60
9285605687,55.30
9285669528,23.80
9285682375,159.08
9285683516,4.35
9285611696,61.50
9285634781,7.21
9285650136,26.03
9285662603,13.37
9285682696,46.80
9285683697,21.10
9285654487,46.40
9285601080,89.30
9285650113,25.90
9285604504,32.20
9285614079,18.10
9285653067,40.47
9285651173,61.20
9285619545,29.07
9285634754,94.00
9285662140,23.50
9285697542,27.47
9285678598,25.55
9285655251,27.47
9285601672,86.20
9285620962,63.90
9285600460,18.83
9285628358,18.83
9285610728,72.20
9285699585,76.50
9285654013,9.03
9285658958,10.00
9285641766,26.12
9285664049,60.50
9285656222,10.85
9285686359,37.30
9285614179,35.92
9285672789,51.80
9285694120,66.80
9285666425,97.82
9285611427,34.82
9285658709,122.30
9286087131,19.30
9286083400,35.72
9286019633,48.38
9286093645,30.68
9286008525,53.01
9286092581,25.55
9286082638,33.34
9286027282,27.64
9286038348,63.60
9286080379,45.60
9286018112,87.10
9286049015,67.10
9286084693,41.42
9286045407,65.90
9286060210,58.90
9286076513,30.11
9286228397,47.90
9286271337,5.00
9286293494,21.10
9286240015,24.78
9286299108,79.90
9286252657,183.96
9286279211,36.95
9286269456,29.54
9286260187,47.00
9286296038,28.12
9286223197,25.55
9286231829,34.67
9286278571,28.20
9286280014,26.79
9286283583,11.50
9286273650,39.00
9286277993,96.80
9286286200,27.50
9286263934,45.72
9286220875,133.27
9286272892,39.70
9286282434,61.90
9286275833,43.70
9286271775,94.50
9286258633,10.00
9286209944,48.35
9286236072,13.58
9286271233,52.85
9286253421,104.50
9286286494,43.47
9286225934,72.50
9286219489,41.60
9286277995,27.74
9286217023,28.90
9286277589,58.60
9286264500,22.61
9286283676,33.70
9286249411,48.64
9286205013,18.83
9286291786,45.37
9286214178,17.50
9286217721,94.70
9286271565,65.88
9286221603,42.30
9286236540,71.80
9286482348,40.10
9286413284,46.00
9286410802,29.45
9286449364,28.90
9286452862,40.30
9286452864,58.34
9286425455,58.40
9286401834,10.00
9286495051,76.10
9286441638,44.60
9286480593,59.90
9286458981,10.71
9286427988,111.80
9286496115,28.50
9286463913,100.10
9286445567,7.70
9286421545,98.30
9286446555,89.00
9286405629,23.80
9286497131,45.41
9286428020,57.70
9286415180,35.72
9286429809,31.18
9286450383,29.90
9285937160,46.00
9285942346,37.90
9287075435,20.68
