9278110810,83.20,200,Operation done successfully,
9278169776,47.90,200,Operation done successfully,
9278119848,70.39,200,Operation done successfully,
9278182994,44.90,200,Operation done successfully,
9278135463,28.97,200,Operation done successfully,
9278171730,50.70,200,Operation done successfully,
9278156691,54.90,200,Operation done successfully,
9278135516,44.10,200,Operation done successfully,
9278126299,42.30,200,Operation done successfully,
9278157416,38.95,200,Operation done successfully,
9278120164,36.10,200,Operation done successfully,
9278161544,62.02,200,Operation done successfully,
9278152968,28.97,200,Operation done successfully,
9278142517,31.72,200,Operation done successfully,
9278111292,41.80,200,Operation done successfully,
9278181199,47.02,200,Operation done successfully,
9278149274,36.48,200,Operation done successfully,
9278113135,76.80,200,Operation done successfully,
9278199413,43.50,200,Operation done successfully,
9278166850,40.50,200,Operation done successfully,
9278164258,61.60,200,Operation done successfully,
9278194789,18.13,200,Operation done successfully,
9278128031,49.20,200,Operation done successfully,
9278165689,11.40,200,Operation done successfully,
9278152982,66.30,200,Operation done successfully,
9278192219,10.00,200,Operation done successfully,
9278177772,69.00,200,Operation done successfully,
9278142013,8.10,200,Operation done successfully,
9278109875,25.80,200,Operation done successfully,
9278104781,127.80,200,Operation done successfully,
9278141241,37.62,200,Operation done successfully,
9278157322,33.53,200,Operation done successfully,
9278129764,178.59,200,Operation done successfully,
9278173878,38.95,200,Operation done successfully,
9278124085,20.17,200,Operation done successfully,
9278137382,38.43,200,Operation done successfully,
9278130669,10.42,200,Operation done successfully,
9278119255,43.90,200,Operation done successfully,
9278199403,49.11,200,Operation done successfully,
9278123898,95.30,200,Operation done successfully,
9278167394,41.10,200,Operation done successfully,
9278193385,18.00,200,Operation done successfully,
9278188929,10.00,200,Operation done successfully,
9278107341,15.90,200,Operation done successfully,
9278176354,47.21,200,Operation done successfully,
9278101314,92.80,200,Operation done successfully,
9278114780,12.75,200,Operation done successfully,
9278165259,35.43,200,Operation done successfully,
9278119856,33.20,200,Operation done successfully,
9278122508,37.70,200,Operation done successfully,
9278134189,96.00,200,Operation done successfully,
